Question ID,dataset,comment_id,Question,box_entity,box_def,Position
206,hatexplain,1182819011295236098_twitter,just me amp my bitch amp all she wanna do is hear me say some fly shit,"['she', 'bitch', 'shit']","['Used as the subject of a verb to refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Solid waste that is released from the bowels of a person or animal. Insults, criticism, or unkind or unfair treatment.']",198
207,hatexplain,1179005517806686208_twitter,i literally told them to walk their ass around the court like why tf you trying to walk in the middle of the court just to leave the gym then the white bitch had the nerves to keep looking at me like she had a problem,"['she', 'bitch']","['Used as the subject of a verb to refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",199
208,hatexplain,1179100546374012929_twitter,hulk hogan hoes they be feeling think a pack of mittens put em give them white bitch til she would gladly consider your,"['hoes', 'she', 'feeling', 'bitch']","[ 'An insulting word for a woman, especially one who is considered to have a lot of sexual partners.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Emotional sensations.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",200
209,hatexplain,18875062_gab,yeah try bitch and i will shove an ar15 up your snow nigger ass,"['shove', 'bitch']","['To push someone roughly.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",201
210,hatexplain,1088129465350270977_twitter,idc how much me tayy argue can not no nigga or bitch talk to my sister like dat or even ever disrespect her,"['sister', 'her', 'bitch']","['A person who shares a parent.', 'To refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",202
211,mhs,45777,"literally all you gotta do is look at aoc, listen to her talk, youll know she is bat shit insane, then listen to how the muslim rag head bitch married her own brother to know this whollleeee country is fucked. h.o.l.y fuck","['brother', 'married', 'her', 'she', 'bitch', 'fucked', 'shit']","['A person who shares a parent.', 'Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'A rude word used when expressing extreme anger', 'Insults, criticism, or unkind or unfair treatment.']",203
212,mhs,41737,"i am not married to a diplmat, nor a trailing spouse. i have had several jobs around the globe as well as a single mother of an austic child.i used to live in hanoi for a few years too. i loved laura 's talk, she 's doing her thing and shouldn 't be judged. and no- one should ever assume they cannot achieve anything. live your dream and be kind.","['single', 'spouse', 'mother', 'married', 'her', 'she', 'loved', 'child']","['A person who is unmarried. In common usage, a person who is not involved in any type of serious romantic and/or sexual relationship.', 'A partner in marriage.', 'A caretaker and/or immediate progenitor of a child.', 'Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.', 'a boy or girl from the time of birth until he or she is an adult, or a son or daughter of any age.']",204
213,gabhatecorpus,13791,"If you 're referring to Youcis, you 're not the only one viscerally repulsed by her art. Apparently she 's a mischling raised by a single parent, which has me wondering about the biosocial aspects of inherited degeneracy. Really gross stuff. ","['single', 'parent', 'her', 'she']","['A person who is unmarried. In common usage, a person who is not involved in any type of serious romantic and/or sexual relationship.', 'A caretaker and/or immediate progenitor of a child.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female .']",205
214,hatexplain,17640294_gab,if she fucked a nigger and is now single and stuck with a half nigger kid good luck finding a solid guy,"['guy', 'single', 'she', 'fuck', 'kid']","['A man', 'A person who is unmarried. In common usage, a person who is not involved in any type of serious romantic and/or sexual relationship.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A rude word meaning to have sex with someone.', 'A child.']",206
215,mhs,23572,sir number 1 i don 't know how you think gays crashed the google servers but that 's hilarious and number 2 shut up grandpa it 's pride month suck my cock url,"['sir', 'cock', 'gay', 'suck', 'pride', 'grandpa']","['Used as a formal and polite way of speaking to a man, especially one who you are providing a service to or who is in a position of authority.', 'a rude word for a penis', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'LGBTQ pride: The promotion of the self-affirmation, dignity, equality, and increased visibility of LGBTQIA+ people as a social group.', 'A parent of a parent.']",207
216,mhs,16969,hi all daddies I 'm a white inferior trashy sissy i would like to serve ya superior black niggez cock n use n degrade me as sissy slut cum dumpster whore,"['sissy', 'daddies', 'cock', 'cum', 'whore', 'slut', 'his']","['A pejorative term used to describe feminine boys or men, with connotations of cowardice or same-sex sexual interest.', 'A slang term with multiple meanings. It may refer to an attractive older man, an older man in a relationship with a young male partner, a butch lesbian who fulfills such a role in a lesbian relationship, a man who takes care of a younger partner financially, or a procurer of sex workers, among other things.', 'a rude word for penis', 'Seminal fluid.', 'A person, usually a woman, who is considered sexually promiscuous or engaging in sex work.', 'A woman who has sexual relationships with a lot of men without any emotional involvement.', 'Belonging to or connected with a man, boy, or male.']",208
217,mhs,47901,that pope is compromised and that baldy miget bastard higgins is a closet sodomite.... i wouldn 't listen to either of the bought and paid for dirty globalist pigs…,"['sodomite', 'closet', 'baldy', 'midget', 'bastard', 'pigs']","['A person who engages in sodomy. Sodomy was generally used to refer to anal or oral sex between people or sexual activity between a person and a non-human animal (bestiality), but it may also sometimes refer to any non-procreative sexual activity.', 'An adjective referring to an  LGBTQIA+ person or persons who have not disclosed their status as LGBTQIA+ and other related aspects of their life. More broadly, it can also be used to describe anyone who is hiding part of their identity because of social pressure.', 'an unkind name for someone who has lost or is losing the hair', 'an offensive word for a very small person', 'an unpleasant person', 'a person who is unpleasant and difficult to deal with']",209
218,hatexplain,8711615_gab,hey icecube sometimes you sound like a ghetto nigger parasite whiny bitch fuck you nigger suck it bitch,"['suck', 'bitch', 'fuck', 'parasite']","['Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.',  'A rude word used when expressing extreme anger', 'a person who is lazy and lives by other people working, giving them money, etc']",210
219,mhs,13067,"haha derrr reddigt!! im funne we make all da memees!! hehree hee slpsh edit thanks for the gold hehrhrhe lalallaa im retarded hahsgha. derrrrrr, grrrrrr instagram and ifunnee normies!! time to suck 4chans cock there likr really cool guys!!! retarded fucking website filled with cesspools of braindead users.","['cock', 'suck', 'fuck', 'guys']","['a rude word for a penis', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'A rude word meaning to have sex with someone.', 'Used to adress a group of people of either sex.']",211
222,xtremespeech,22239,,"['dick', 'sucking', 'his']","['A rude word for a penis.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'Belonging to or connected with a man, boy, or male.']",212
223,gabhatecorpus,1460,Suck more baby dick with your rabi friends,"['rabi', 'dick', 'suck']","['Spiritual leader or religious teacher in Judaism', 'A rude word for a penis.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.']",213
224,hatexplain,1087924980439007232_twitter,skrrt these fugazi ass negus and bitches fuck all uncle toms,"['toms', 'uncle', 'bitches', 'fuck']","['A tom: In Thai culture, an assigned female at birth person who is gay or bisexual and dresses and acts in a stereotypically masculine fashion. Toms typically engage in relationships in dees (similar to butch-femme relationships).', 'A sibling of a parent.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'A rude word meaning to have sex with someone.']",214
225,hatexplain,1179090003873456129_twitter,you all tongue be looking nasty as shit have the nerve to stick that white ass shit out bitch disgusting,"['tongue', 'disgusting', 'bitch', 'shit']","['A muscular organ in the mouth that is covered with pink tissue called mucosa, tiny bumps called papillae, and thousands of taste buds. The tongue is anchored to the mouth and is vital for chewing, swallowing, and for speech.', 'Disgust is a feeling of revulsion or profound disapproval aroused by something unpleasant or offensive.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Nonsense, or something of low quality.']",215
228,hatexplain,27108627_gab,<user> puppy <user> can you post this on the gay crossfit post on vd for me? 3 x deported hiv wetback tranny has wetbacks protesting that we should give more handouts to illegal wetback trannies. <number> wetback trannies are housed in the cibola county facility transgender unit,"[ 'HIV', 'tranny/trannies', 'gay', 'transgender', 'wetback']","['Infection where HIV is the agent; includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).', 'A transgender person, usually a transgender woman. Originally a shortening of transvestite. Generally considered derogatory, offensive. Debate over the term‚its offensiveness occurred in the early 2010s, but by 2017, the term was banned by several media stylebooks and labeled as hate speech by Facebook.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.', 'Having a gender identity or gender expression that differs from their assigned sex. ""Transgender"" is also an umbrella term: it may include people who are not exclusively masculine or feminine (genderqueer or non-binary, including bigender, pangender, genderfluid, or agender); or people who belong to a third gender, or else conceptualize it as a third gender.', 'Derogatory term used in the United States to refer to foreign nationals residing in the U.S., most commonly Mexicans.']",216
229,hatexplain,1178424234818916358_twitter,tlc needs to do a better job screening these people pos laura should not have been on the show she was here illegally not to mention she owes child support for one of her kids and sucks in bed per her ex husband real trailer trash 90 day fiance,"['tlc', 'husband', 'her', 'she', 'kids/child']","['*transgender law center*: Transgender Law Center (TLC) is the largest national trans-led organization advocating for a world in which all people are free to define themselves and their futures.', 'A partner in marriage.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Children']",217
230,gabhatecorpus,20997,"Welcome aboard Gen 'l! I got banned first time for reposting facial pictures of Erik Clanton to major media sites after his Antifa bandanna fell of. Said I was ""spamming"" and demanded my government ID. Fuck 'em- I sent the avatar you see now and told 'em I went ""Trans- species"". Tards have no sense of humor..","['Trans-', 'facial', 'fuck', 'his']","['Having a gender identity or gender expression that differs from their assigned sex. ""Transgender"" is also an umbrella term: it may include people who are not exclusively masculine or feminine (genderqueer or non-binary, including bigender, pangender, genderfluid, or agender); or people who belong to a third gender, or else conceptualize it as a third gender.', 'A subdivision of the head that has as parts the layers deep to the surface of the anterior surface.', 'A rude word used when expressing extreme anger', 'Belonging to or connected with a man, boy, or male.']",218
231,hatexplain,11191000_gab,the worst of the worst transgender fag nigger now if it was also a kike we hit the trifecta,"['transgender', 'fag', 'kike']","['Having a gender identity or gender expression that differs from their assigned sex. ""Transgender"" is also an umbrella term: it may include people who are not exclusively masculine or feminine (genderqueer or non-binary, including bigender, pangender, genderfluid, or agender); or people who belong to a third gender, or else conceptualize it as a third gender.', 'A derogatory term for a gay person, typically a feminine gay man.', 'Ethnic slur for a Jew.']",219
232,hatexplain,1271784875767586817_twitter,<user> <user> you should kill yourself not cos you 're trans but because you 're fucking retarded,"['trans', 'kill', 'fucking']","['Having a gender identity or gender expression that differs from their assigned sex. ""Transgender"" is also an umbrella term: it may include people who are not exclusively masculine or feminine (genderqueer or non-binary, including bigender, pangender, genderfluid, or agender); or people who belong to a third gender, or else conceptualize it as a third gender.', 'An event in which an organism is killed.', 'A rude word used when expressing extreme anger']",220
234,gabhatecorpus,23363,You wouldn 't want that image Stuck in your Head for the rest of your Life. Nasty Old Nigger Hag Pissing down her Arm/ Legs (Missing the Cup) into her Urine Soaked Socks& resting into a Puddle below.,"['urine', 'her']","['Excretion that is the output of a kidney.', 'To refer to a woman, girl, or female.']",221
235,gabhatecorpus,17365,"This Pelosi witch is retirement- home- ready, she can take RBG with her...","['witch', 'her', 'she']","['A person who uses magic.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",222
236,xtremespeech,12433,,"['witch', 'her']","['A person who uses magic.', 'To refer to a woman, girl, or female.']",223
237,mhs,12497,"yeah the bible says gay sex is a sin... but also list -divorce -adultery -masturbation -sodomy (oral and anal) even with a woman -having children out of wedlock as being just as bad, but religious types never mention that.","['woman', 'gay', 'sex', 'divorce', 'adultery', 'masturbation', 'sodomy', 'children']","['A person whose identity is female.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.', 'Physical activity between people involving the sexual organs ', 'Legal dissolution of an officially recognized marriage relationship.', 'Extramarital coitus that is considered objectionable on social, religious, moral, or legal grounds.', 'Sexual stimulation or gratification of the self.', 'Sodomy was generally used to refer to anal or oral sex between people or sexual activity between a person and a non-human animal (bestiality), but it may also sometimes refer to any non-procreative sexual activity.', 'Plural of child.']",224
238,hatexplain,1967858_gab,i find when i tell liberals about what is happening in europe with refugees and islamic invasion and how women girls m as well as young boys gays lgbt and everyone native in that country are being assaulted raped and abused it is very effective at turning liberals red trump pizzagate,"['girls', 'boys', 'LGBT', 'gays', 'abused', 'assaulted', 'raped']","['A person whose identity is female.', 'A person whose identity is male.', 'An initialism for lesbian, gay, bisexual, transgender.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.', 'A person who abuses another person or people.', 'Individual or group aggressive behavior which is socially non-acceptable, turbulent, and often destructive. It is precipitated by frustrations, hostility, prejudices, etc.', 'A type of sexual assault usually involving sexual intercourse or other forms of sexual penetration carried out against a person without that person's consent. ']",225
239,xtremespeech,12494,,"['woman', 'man', 'male', 'feminist', 'her', 'drama', 'pig']","['A person whose identity is female.', 'A person whose identity is male.', 'Having an identity considered male.', 'An advocate of feminism; a person who believes in bringing about the equality of the sexes (of women and men) in all aspects of public and private life.', 'To refer to a woman, girl, or female.', 'an event or situation, especially an unexpected one, in which there is worry or excitement and usually a lot of action.', 'a person who is unpleasant and difficult to deal with']",226
240,gabhatecorpus,18942,"MINNEAPOLIS (KMSP)‚ A 32- year- old Bloomington man is facing multiple charges after he reportedly hid in a women 's bathroom at Community¬† Tec Col, then crawled into a stall to sexually assault a woman. ","['sexually assault', 'woman', 'man', 'he']","['Individual or group aggressive behavior which is socially non-acceptable, turbulent, and often destructive. It is precipitated by frustrations, hostility, prejudices, etc.', 'A person whose identity is female, based on societal and cultural conceptualizations of being female, usually (but not always) reflected by specific anatomical variations, chromosome combinations, and/or sex hormones.', 'A person whose identity is male, based on societal and cultural conceptualizations of being male, usually (but not always) reflected by specific anatomical variations, chromosome combinations, and/or sex hormones.', 'Used as the subject of a verb to refer to a man, boy, or male.']",227
241,mhs,12897,"makes sense, I 'm glad you added that if i said black pride it would be equally as racist because that means your point is valid, honestly a 10/ 10 reply. upvoted.",['pride'],"[ 'LGBTQ pride: The promotion of the self-affirmation, dignity, equality, and increased visibility of LGBTQIA+ people as a social group.']",228
242,gabhatecorpus,23567,"I said i would never fly again since the TSA. There are 2 reasons i wouyld fly today. My mom on her death bed or after killary is tried, convicted and publicly hung.","['mom', 'death', 'her']","['A caretaker and/or immediate progenitor of a child.', 'Death is the permanent cessation of all biological functions that sustain a living, physical organism.', 'To refer to a woman, girl, or female.']",229
243,mhs,48228,"harris is a corrupt con artist and her family owned slaves, black slaves. she jailed and imprisoned blacks in california while trump pardoned blacks and set the free.","['family', 'her', 'she']","['A group of people related either by consanguinity (by recognized birth), affinity (by marriage or other relationship), or co-residence (as implied by the etymology of the English word ""family"") or some combination of these. ', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",230
244,mhs,44278,deport her and her entire family!,"['family', 'her']","['A group of people related either by consanguinity (by recognized birth), affinity (by marriage or other relationship), or co-residence (as implied by the etymology of the English word ""family"") or some combination of these.', 'To refer to a woman, girl, or female.']",231
245,gabhatecorpus,15892,"Swedish female learns that someone is to be deported to Afghanistan, buys a ticket for the same flight, and refuses to sit down (so that the pilot can 't take off) until the would- be deportee is removed from the plane. She succeeds.¬† Surrounding people listen to her and bend to her will, defying proper procedure.¬† Is this the future? https:// www.youtube.com/ watch?v= DHz4ZGgO53U","['female', 'her', 'she']","['Having an identity considered female.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",232
246,mhs,22764,@jaishree083 hindi is not a subject at all 1st n doesn 't have gender at all #stophindiimposition,['gender'],"['Identification as male/masculine, female/feminine or something else, and association with a (social) role or set of behavioral and cultural traits, clothing, etc.']",233
247,hatexplain,13284688_gab,soon you will be thrown in jail for giving some rag head moslem bitch a funny look or not giving her your seat on the bus,"['her', 'bitch']","['To refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",234
248,mhs,47961,"she didn 't make her monthly numbers for killing black babies, it 's 100% eugenics, the choice crap is a lie","['babies', 'her', 'killing', 'she']","['Very young child.', 'To refer to a woman, girl, or female.', 'An event in which an organism is killed.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",235
249,hatexplain,20201706_gab,when a groid breaks into her house for a little rape she will be wishing for that gun,"['groid', 'her', 'rape', 'she']","['derogatory, ethnic slur to refer to a black person.', 'To refer to a woman, girl, or female.', 'A type of sexual assault usually involving sexual intercourse or other forms of sexual penetration carried out against a person without that person's consent.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",236
250,hatexplain,11097435_gab,"labor mp naz shah a muzrat supports rape, wants the victims to shut their mouths so her fellow muzrats can go on raping as they please","['muzrat', 'her', 'rape']","['Slang, offensive, religious slur to refer to a Muslim.', 'To refer to a woman, girl, or female.', ""A type of sexual assault usually involving sexual intercourse or other forms of sexual penetration carried out against a person without that person's consent. ""]",237
251,gabhatecorpus,7737,"Since my Twitter suspension- I 've employed an admin assistant to tweet on my behalf. She 's an apostate, an adulteress and probably secretly jewish. Say hello to Tawriya Muruna @tawriya1 on twitter. Give her a follow.","['adulteress', 'her', 'she']","['A married woman who has sex with someone who is not her husband or wife', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",238
252,mhs,30336,another 9/ 11 victim has been identified. remember her instead of wetting yourselves over omar.,['her'],"['To refer to a woman, girl, or female.']",239
253,xtremespeech,12213,,['pussy'],['Slang for vagina; sometimes used generally as slang for femininity.'],240
